time,Y,Ym,Yl,Yu,U,Um,Ul,Uu,Mode,Control
308,0.11161384730639479,0.299,0.0,0.30765166632597174,139.7261312350842,147.333,124.29225414719522,155.1600083229732,y,5
309,0.09254647615437342,0.1,0.0,0.28808672362784865,134.43722233532822,146.0,118.99225339388272,149.88219127677371,y,8
310,0.0883673649686223,0.494,0.0,0.29447302593876756,134.66395745097157,146.0,119.11042385418553,150.21749104775759,y,10
311,0.10331056477095846,0.206,0.0,0.30868378241010275,139.0408097303532,146.0,123.43997416095881,154.64164529974761,y,9
312,0.10079166159391373,0.085,0.0,0.30651236494512868,144.09251471027392,146.0,128.46241614546679,159.72261327508105,y,10
313,0.1020176051161521,0.132,0.0,0.30470785154047597,144.1520882125173,143.333,128.52963731068644,159.77453911434816,y,9
314,0.1015442401537976,0.083,0.0,0.30788489310483391,137.7734018577737,138.0,122.11818318541957,153.42862053012786,y,10
315,0.11149336676399324,0.054,0.0,0.31613545791319175,134.8908260254937,138.0,119.26008950108417,150.52156254990325,y,9
316,0.11308100593926218,0.058,0.0,0.31746665179203715,127.59101365863665,132.667,112.00329419098995,143.17873312628336,y,9
317,0.10075796496194522,0.056,0.0,0.30711137718274756,122.29708412484956,130.0,106.7158232316436,137.87834501805554,y,8
318,0.10672687030217443,0.055,0.0,0.31154509968085298,121.89356608692515,130.0,106.26554763432968,137.52158453952063,y,8
319,0.10650673706851599,0.06,0.0,0.31138122461697304,106.04756789867952,114.0,90.366920121213553,121.72821567614548,y,7
320,0.09654820471536961,0.056,0.0,0.25184456986638559,102.41403174989966,114.0,87.022980180860685,117.80508331893864,g,7
321,0.11021016139644324,0.057,0.0,0.31339660151965559,105.18441961672579,113.667,89.705295406768542,120.66354382668304,y,6
322,0.14418392291810767,0.064,0.0,0.30653704406665488,109.76778740568909,113.0,94.260513187477727,125.27506162390046,g,6
323,0.1042799525979754,0.068,0.0,0.30706226782212109,114.1696697383814,113.0,99.010556192017177,129.32878328474561,y,5
324,0.1032743569133614,0.062,0.0,0.30585312979708157,112.91804410469081,111.0,98.406127684640552,127.42996052474106,y,5
325,0.10086042085555302,0.07,0.0,0.30344985062507146,110.02739747103078,110.0,95.525163192776802,124.52963174928476,y,4
326,0.10544829330981265,0.068,0.0,0.30816875880049899,107.47236546608474,110.0,93.083779082581003,121.86095184958847,y,4
327,0.1050709481926489,0.097,0.0,0.30770614845263178,110.75777949913925,114.0,96.567982318294142,124.94757667998435,y,3
328,0.12728233300717007,0.122,0.0,0.33279689526722822,111.52432092305997,114.0,97.416967151790203,125.63167469432975,y,4
329,0.10337655775528165,0.082,0.0,0.30596677673005196,111.04581880819904,113.667,96.937841346029316,125.15379627036877,y,3
330,0.14336327052244796,0.111,0.0,0.51522580910533966,110.01375169046088,113.0,95.923456809116445,124.10404657180531,g,4
331,0.10637884538521411,0.103,0.0,0.30983508696175577,109.93220537312118,113.0,95.840816014175687,124.02359473206667,y,3
332,0.10551684444145155,0.108,0.0,0.30900549184075937,108.84300553472568,111.667,94.781229238599352,122.904781830852,y,4
333,0.11031271967862066,0.088,0.0,0.31306861633404492,108.20787484213355,111.0,94.142200847734685,122.27354883653241,y,3
334,0.10970704962659839,0.092,0.0,0.31235661966924461,108.5330211066389,111.0,94.461544250388727,122.60449796288907,y,4
335,0.10952450549650772,0.081,0.0,0.31226062591688875,103.02691965713632,106.0,89.165055439276955,116.88878387499568,y,3
336,0.10258849976724149,0.088,0.0,0.30519208171176315,101.65153782492791,106.0,87.803182577392377,115.49989307246345,y,4
337,0.10743594676817958,0.077,0.0,0.31052563969656843,99.84747228443501,104.0,86.015769514894416,113.67917505397561,y,3
338,0.18863364794232235,0.1,0.0,0.39859270325060658,95.62877842131346,100.0,81.915756980370702,109.34179986225621,y,3
339,0.16124577458254352,0.127,0.0,0.36928704240114535,95.5443981516105,100.0,81.824958772675814,109.26383753054517,y,3
340,0.10902836897340018,0.124,0.0,0.31199771178559454,98.6208418772062,101.333,84.902547706361943,112.33913604805046,y,2
341,0.10282773391884614,0.089,0.0,0.30663633761768383,101.38187858096376,102.0,87.661113745744004,115.10264341618351,y,3
342,0.11341677852811749,0.094,0.0,0.30089492299807707,102.21294822618846,102.0,88.496132560309547,115.92976389206737,g,2
343,6.356458520724891,0.078,5.9646160795598968,6.7483009618898846,74.10186695462335,78.0,59.906006924997769,88.297726984248925,g,3
344,0.2771927184074414,0.083,0.050851565292994311,0.50353387152188855,64.89490401148896,78.0,50.726740295279455,79.063067727698467,g,4
