69,46.15,29.908,21.753,31.619,39.839,56.993,0.2285,10.144,0.0026177,35.165,0.13826,47.422,1.0914,45.93,8.3333e-05,21.79,0.001,0.13
82,48.95,32.613,21.69,34.762,39.966,58.187,0.077,9.5731,0.0026198,36.325,0.030838,48.567,1.1136,78.135,8.3333e-05,21.832,0.001,0.135
82,46.35,28.604,20.239,30.779,37.433,57.973,0.238,8.972,0.0026192,34.898,0.089451,48.311,0.82114,44.703,0.00025,21.834,0.003,0.128
88,48.35,33.898,21.185,35.76,42.397,57.707,0.032,10.328,0.0026308,37.92,0.036676,48.056,1.1357,73.49,8.3333e-05,22.153,0.001,0.193
88,48.3,31.237,19.879,33.378,35.725,56.913,0.22249,9.1693,0.0026313,35.851,0.051235,47.478,1.0572,47.91,0.00016667,22.164,0.002,0.158
88,47.8,30.672,18.748,32.448,40.859,56.913,0.0315,9.408,0.0026458,36.515,0.064136,47.433,1.1255,44.705,0,22.58,0,0.16
87,48.15,31.439,19.62,32.766,39.789,52.4,0.079503,9.6445,0.0026447,36.593,0.053938,43.594,0.79947,54.3,0.00016667,22.572,0.002,0.138
87,46.85,29.406,19.539,31.038,37.313,54.447,0.0955,8.6232,0.0026605,35.867,0.058729,45.372,0.77261,46.01,8.3333e-05,22.993,0.001,0.133
87,45.95,28.921,18.542,30.218,36.05,54.153,0.1865,9.451,0.00266,32.15,0.036302,45.161,0.93756,48.96,0.00016667,22.989,0.002,0.133
82,50.55,23.147,17.233,23.585,27.288,50.507,0.0715,4.4261,0.0018286,32.716,0.031837,42.089,0.85918,64.64,8.3333e-05,23.529,0.001,0.165
82,53.1,26.098,19.281,26.031,28.95,52.307,0.08,4.1739,0.0018284,36.513,0.080946,43.606,0.90152,51.555,0.00016667,23.53,0.002,0.18
82,53.75,27.052,18.217,27.417,27.48,57.38,0.0395,4.3066,0.0018277,34.513,0.067142,47.8,0.92898,52.905,8.3333e-05,23.539,0.001,0.205
82,54.05,28.582,20.437,28.324,30.315,57.047,0.0735,4.6092,0.0018501,38.103,0.14303,47.494,1.0911,37.072,1.9736,24.125,23.683,0.165
82,53.45,26.714,19.322,27.838,32.595,58.22,0.046,4.7014,0.0018693,41.776,0.053074,48.522,0.89793,46.828,8.3333e-05,24.206,0.001,0.168
93,55.5,29.013,19.521,28.928,31.018,56.24,0.219,4.166,0.0018692,38.623,0.064067,46.867,0.93519,54.642,0.00016667,24.693,0.002,0.168
93,53.15,27.694,19.593,28.144,30.324,60.047,0.047,4.5293,0.0018942,38.861,0.02943,50.039,1.0459,60.513,8.3333e-05,24.687,0.001,0.173
93,54.25,26.576,18.807,26.951,29.195,54.76,0.201,4.2102,0.0018923,37.208,0.11882,45.65,1.0335,59.337,0.00016667,25.335,0.002,0.16
85,52.15,26.254,18.042,26.947,28.346,50.273,0.1285,4.8219,0.0019304,34.232,0.080528,41.894,1.751,42.388,8.3333e-05,25.347,0.001,0.563
85,53.7,25.602,17.095,25.7,28.341,53.973,0.0555,3.719,0.0019295,34.009,0.068788,44.994,0.85103,50.803,8.3333e-05,26.37,0.001,0.185
86,52.55,28.552,19.014,29.509,32.517,53.66,0.0895,5.1335,0.0019494,40.617,0.099942,44.717,0.92768,83.17,8.3333e-05,26.913,0.001,0.175
86,53.6,25.266,18.069,26.068,26.004,56.18,0.243,4.386,0.0019488,34.459,0.061714,46.817,0.94914,57.68,0.00016667,26.916,0.002,0.193
86,55,29.14,21.83,29.667,28.826,56.853,0.0915,4.4344,0.00197,37.204,0.05235,47.378,1.1383,43.972,8.3333e-05,27.491,0.001,0.205
93,51.9,29.678,31.099,31.16,28.646,70.953,0.169,6.1096,0.0019692,39.735,0.12624,59.05,1.2474,56.292,8.3333e-05,27.492,0.001,0.215
93,47.85,33.65,21.681,37.784,42.98,62.873,0.111,11.634,0.002522,40.633,0.065551,52.322,1.5409,51.528,8.3333e-05,27.903,0.001,0.188
93,47.7,32.633,19.021,33.852,39.903,57.12,0.141,11.832,0.0028345,37.071,0.034104,47.606,1.3651,58.837,0,27.91,0,0.163
94,49.15,32.885,18.51,34.44,41.818,59.527,0.043,9.7749,0.002846,41.121,0.03972,49.594,1.0626,56.755,8.3333e-05,28.223,0.001,0.143
94,48.95,32.036,18.687,32.747,40.05,55.8,0.1595,9.0546,0.002846,39.559,0.047427,46.5,0.82359,58,8.3333e-05,28.237,0.001,0.148
90,48.75,31.875,18.898,32.215,38.801,55.513,0.183,8.9833,0.0028571,36.529,0.052337,46.256,0.79629,40.77,0.00016667,28.498,0.002,0.14
90,47.5,29.466,16.911,30.693,37.24,54.787,0.171,9.5017,0.0028562,32.503,0.088553,45.667,0.94472,56.055,0,28.504,0,0.15
90,47.8,31.059,18.99,32.291,39.634,56.853,0.036,8.8565,0.0028676,36.047,0.052144,47.383,0.8838,38.79,8.3333e-05,28.804,0.001,0.15
86,46.35,29.888,17.397,31.358,37.584,54.053,0.095,9.1192,0.0028682,35.799,0.033057,45.1,0.85599,46.568,8.3333e-05,28.821,0.001,0.145
86,48,31.39,19.149,32.866,39.752,57.147,0.05,9.7467,0.0028763,34.723,0.039134,47.639,1.0256,53.725,0.026667,29.089,0.32,0.14
86,47.65,32.054,17.423,33.737,38.772,59.973,0.18,9.5231,0.0028763,37.96,0.064679,49.978,0.91114,52.235,0.00016667,29.103,0.002,0.143
82,46.05,27.697,17.86,29.244,34.636,53.72,0.047,8.8384,0.0028872,33.319,0.13252,44.767,0.6836,66.615,0.84,29.396,10.08,0.135
82,48.4,31.946,17.968,32.854,39.715,59.327,0.1875,9.721,0.0028866,32.896,0.11156,49.411,1.0131,63.345,8.3333e-05,29.404,0.001,0.138
75,47.4,29.668,17.465,30.585,37.261,55.593,0.0535,9.0855,0.0028984,34.742,0.045648,46.311,0.90027,45.875,8.3333e-05,29.724,0.001,0.128
75,45.2,26.724,15.663,27.99,36.188,49.84,0.037,8.2141,0.0028978,29.125,0.025272,41.539,0.74911,43.395,8.3333e-05,29.735,0.001,0.133
75,43.55,25.158,16.018,26.747,34.57,48.96,0.072,8.9036,0.0028978,28.608,0.038559,40.8,0.87817,39.727,8.3333e-05,29.743,0.001,0.115
64,43.15,23.679,15.051,25.507,35.28,45.487,0.0635,8.1781,0.0029119,25.474,0.043398,38.133,0.80861,32.065,8.3333e-05,30.118,0.001,0.13
64,40.35,21.849,14.495,23.395,31.749,44.713,0.0505,8.2947,0.0029116,21.537,0.035381,37.256,0.93282,38.138,8.3333e-05,30.126,0.001,0.135
64,39.7,20.096,13.992,21.661,29.193,43.193,0.0215,7.2914,0.002913,20.759,0.029822,36,0.683,14.788,8.3333e-05,30.121,0.001,0.098
49,40.75,22.049,12.69,23.749,27.982,40.7,0.0475,9.2104,0.0029228,16.394,0.048884,33.917,0.92114,19.45,0,30.408,0,0.115
49,36.15,17.504,12.522,18.637,26.15,38.953,0.0165,7.595,0.0029227,14.843,0.033954,32.461,0.93473,26.547,8.3333e-05,30.414,0.001,0.11
38,41.75,21.556,12.902,22.397,30.256,38.007,0.143,7.3327,0.0029213,18.64,0.039701,31.678,0.47657,27.668,8.3333e-05,30.417,0.001,0.12
38,38.9,19.226,11.796,20.786,28.756,35.08,0.0505,7.9939,0.0029226,14.483,0.04676,29.233,0.85216,28.017,8.3333e-05,30.419,0.001,0.11
38,36.1,16.599,10.356,18.449,26.908,29.987,0.005,7.5747,0.0029215,12.027,0.080658,24.989,0.83137,13.91,0,30.422,0,0.12
31,39.6,16.856,11.45,18.877,25.616,32.44,0.064522,6.7427,0.0029321,12.289,0.026357,27.033,0.70294,11.04,1.5865,30.709,19.038,0.115
31,35.7,16.778,12.342,18.347,27.567,35.367,0.005,7.0212,0.0029316,14.395,0.04132,29.556,0.66751,15.37,0,30.714,0,0.13
31,36.65,17.198,10.753,18.861,26.03,31.62,0.0595,7.4739,0.0029317,11.694,0.080477,26.356,0.84704,13.303,0,30.718,0,0.118
28,30.05,19.207,23.007,21.577,36.117,48.127,0.7165,17.739,0.003655,18.816,0.20771,40.078,2.3242,20.887,0.72,30.722,8.64,0.098
28,24.9,18.087,10.567,19.802,41.821,37.16,0.0115,24.375,0.0036552,10.888,0.086523,31.033,3.6028,11.09,0,30.728,0,0.098
28,25.9,17.762,10.784,19.234,43.437,35.533,0.085,27.107,0.0036558,13.592,0.043522,29.617,3.5268,21.808,8.3333e-05,30.735,0.001,0.08
28,26.8,19.759,10.554,20.918,45.377,38.2,0.025,25.36,0.0036655,15.536,0.017436,31.839,3.6551,24.942,0.54675,31.021,6.561,0.108
28,27.4,20.365,10.15,21.601,43.272,31.693,0.053,26.242,0.0036649,14.522,0.019318,26.422,3.7592,10.088,0,31.024,0,0.118
35,40.25,35.902,17.159,37.091,51.863,62.573,0.0225,32.488,0.0036658,27.788,0.060027,52.15,4.5937,72.01,0.54683,31.04,6.562,0.27
35,32.1,27.479,16.693,28.64,50.386,54.587,0.1285,31.324,0.0036664,29.472,0.022365,45.489,4.034,30.27,0,31.044,0,0.153
35,32.6,27.198,14.745,28.934,50.824,51.573,0.045,29.63,0.0036755,28.259,0.031872,43.133,4.1691,41.222,8.3333e-05,31.307,0.001,0.128
69,37.5,35.022,19.112,35.707,56.483,59,0.209,29.614,0.003677,38.012,0.031422,49.267,4.3356,66.65,0,31.316,0,0.148
69,43.75,37.196,17.604,38.109,58.5,59.207,0.06,26.035,0.0036859,38.153,0.059541,49.333,3.8282,56.12,8.3333e-05,31.603,0.001,0.128
105,42.8,35.677,19.645,36.661,51.641,61.84,0.177,20.932,0.0036861,42.991,0.06868,51.422,2.7607,68.418,8.3333e-05,31.619,0.001,0.175
105,42.15,43.048,21.077,43.983,64.214,65.987,0.1205,33.572,0.0036955,50.404,0.070053,54.972,4.5937,90.82,0.00016667,31.879,0.002,0.183
105,44.25,44.203,23.546,45.399,66.387,65.693,0.162,35.891,0.0037094,57.437,0.082433,54.833,5.1405,89.103,8.3333e-05,32.261,0.001,0.205
127,38.45,38.408,21.546,39.792,61.75,64.453,0.188,33.212,0.0037191,47.63,0.16922,53.644,5.5276,100.36,0.00016667,32.548,0.002,0.348
127,43.15,43.928,22.003,43.94,65.206,60.447,0.162,32.441,0.0037186,56.688,0.046583,50.422,4.8426,83.51,1.5326,32.547,18.391,0.343
127,41.95,42.991,22.262,44.308,65.446,64.847,0.15,29.61,0.0037295,57.25,0.10169,54.033,4.3431,79.427,2.7993,32.858,33.592,0.185
137,51.05,50.694,24.351,49.861,65.57,70.467,0.306,29.959,0.0037402,55.994,0.10451,58.728,5.7554,96.235,0.00025,33.168,0.003,0.29
137,42,44.408,23.484,45.322,66.6,62.02,0.2355,28.721,0.0037608,58.246,0.070734,51.728,4.9408,99.555,0.00016667,33.475,0.002,0.603
137,40.35,38.972,20.716,39.643,62.414,60.633,0.148,29.454,0.0037599,48.3,0.030193,50.517,4.8834,99.017,8.3333e-05,33.743,0.001,0.365
137,41.25,41.478,21.814,42.237,62.76,63.553,0.262,28.532,0.0037701,49.903,0.043808,52.95,4.5717,74.145,8.3333e-05,34.023,0.001,0.305
121,40.8,41.4,21.33,42.627,63.835,62.647,0.1185,30.889,0.0037821,51.918,0.05739,52.156,4.7017,86.922,2.1063,34.33,25.276,0.185
121,44,42.922,20.213,43.463,61.841,64.713,0.081997,33.415,0.0037807,51.484,0.039656,53.922,4.3518,76.108,0.00016667,34.336,0.002,0.248
121,42.1,39.089,18.591,39.01,60.181,61.127,0.0755,32.86,0.0037903,43.908,0.029191,50.961,3.9907,66.915,0.00016667,34.624,0.002,0.16
116,38.7,36.269,20.536,38.028,61.469,64.113,0.107,34.104,0.0038002,46.043,0.061915,53.422,4.4095,61.388,8.3333e-05,34.898,0.001,0.143
116,37.85,34.952,18.751,36.073,57.032,61.98,0.103,29.427,0.0038,42.611,0.065404,51.661,4.0336,53.25,8.3333e-05,34.909,0.001,0.148
101,40.05,37.651,19.724,38.386,60.967,58.88,0.0605,29.511,0.003809,47.703,0.036471,49.044,4.4593,77.737,8.3333e-05,35.149,0.001,0.143
101,37.05,33.057,19.685,34.647,56.138,62.547,0.0325,27.639,0.0038088,36.653,0.024638,52.122,3.9825,40.46,0.5865,35.154,7.038,0.163
101,36.45,32.744,19.051,33.736,58.382,60.28,0.0705,26.976,0.0038198,42.151,0.040974,50.239,4.0765,52.995,8.3333e-05,35.468,0.001,0.138
94,39.75,36.355,18.089,36.809,54.492,60.353,0.023,27.271,0.0038203,38.094,0.034423,50.306,4.3889,36.815,0.75975,35.476,9.117,0.16
94,38.4,34.009,18.575,34.885,56.432,62.88,0.1125,26.475,0.0038288,39.359,0.045635,52.2,3.7881,58.59,8.3333e-05,35.748,0.001,0.14
94,36.2,33.017,17.512,34.379,56.39,58.553,0.0375,27.176,0.003841,36.353,0.054179,48.806,3.9448,73.1,8.3333e-05,36.078,0.001,0.185
94,39.25,36.668,19.169,37.986,58.634,60.473,0.066,35.099,0.0038408,41.227,0.055468,50.394,4.2963,90.487,0,36.078,0,0.22
94,41.55,38.962,18.817,40.059,60.741,66.027,0.096,33.549,0.0038501,44.68,0.042924,55.022,4.4725,67.595,0.00016667,36.338,0.002,0.138
103,37.3,34.714,19.751,35.856,56.478,58.773,0.0615,31.655,0.0038495,42.267,0.031421,48.978,4.2755,80.513,8.3333e-05,36.35,0.001,0.158
103,39,35.86,19.981,37.268,56.853,62.493,0.0735,32.711,0.0038598,44.263,0.039084,52.078,4.0903,53.167,8.3333e-05,36.641,0.001,0.15
103,38.15,35.972,19.167,37.98,58.403,60.353,0.02,30.796,0.0038698,40.071,0.04237,50.294,4.1572,87.735,0,36.93,0,0.208
109,38.65,35.245,19.849,37.409,60.202,61.5,0.091,31.79,0.0038695,46.531,0.041627,51.244,3.8752,59.725,0.00016667,36.931,0.002,0.14
109,37.65,33.955,18.338,34.997,57.491,59.553,0.04,26.725,0.0038802,39.834,0.077176,49.644,3.6597,49.483,8.3333e-05,37.207,0.001,0.143
109,38.85,34.303,18.256,35.08,60.857,61.147,0.1065,29.413,0.0038804,45.869,0.10477,50.956,3.7988,70.668,0.00016667,37.23,0.002,0.19
104,40.85,39.075,19.242,39.439,57.085,58.12,0.065,28.121,0.0038916,39.132,0.058424,48.428,3.8547,80.243,8.3333e-05,37.53,0.001,0.185
104,38.85,35.571,19.072,36.671,57.054,58.827,0.034,32.972,0.0039009,40.84,0.042814,49.144,4.0802,93.422,0,37.826,0,0.218
96,37.85,35.531,18.813,36.018,56.174,60.627,0.0215,29.941,0.0039004,38.216,0.067277,50.517,3.689,58.45,0,37.841,0,0.143
96,34.85,31.574,17.976,32.55,53.493,58.267,0.045,26.145,0.0039133,31.538,0.042572,48.556,4.0544,39.782,1.0402,38.179,12.483,0.148
96,39.6,37.504,19.936,38.395,60.02,62.093,0.08,29.261,0.0039128,42.728,0.034641,51.744,4.8651,66.233,8.3333e-05,38.193,0.001,0.205
93,38.15,36.862,19.38,38.233,58.71,62.18,0.057,27.084,0.0039224,38.477,0.064396,51.822,4.1075,29.688,8.3333e-05,38.459,0.001,0.145
93,35.45,32.331,18.277,33.725,56.739,60.107,0.197,26.7,0.0039237,35.28,0.091353,50.072,4.3743,65.213,0.00016667,38.474,0.002,0.155
93,35,29.939,16.953,31.448,53.21,56.487,0.088,26.619,0.0039327,32.312,0.039825,47.094,3.8062,34.79,8.3333e-05,38.749,0.001,0.145
78,32.75,28.501,16.867,30.033,51.009,57.447,0.061,25.908,0.0039327,28.078,0.037674,47.872,4.1522,36.555,0,38.76,0,0.14
78,32.05,25.55,15.227,27.255,49.184,54.22,0.0315,25.391,0.0039341,24.827,0.032832,45.183,3.9485,38.862,8.3333e-05,38.767,0.001,0.128
67,32.15,26.137,14.872,28.105,48.9,50.067,0.0405,25.809,0.0039426,28.551,0.025107,41.717,4.11,39.667,8.3333e-05,39.042,0.001,0.118
67,34.2,29.396,15.676,30.546,52.196,54.06,0.0075,24.904,0.0039417,27.025,0.017185,45.05,3.9356,43.608,0,39.028,0,0.13
67,39.6,29.112,17.994,30.488,42.869,51.12,0.0805,18.685,0.0032256,26.025,0.023637,42.6,2.1276,26.965,8.3333e-05,39.034,0.001,0.215
62,33.4,26.571,13.271,27.812,49.009,47.247,0.058,30.555,0.0039514,25.045,0.028552,39.372,3.7641,48.722,0,39.301,0,0.133
62,32.55,22.464,13.866,23.781,43.651,43.84,0.0955,29.235,0.0039507,17.883,0.021252,36.611,4.0208,18.648,8.3333e-05,39.317,0.001,0.133
50,28.45,20.892,12.308,22.669,45.847,38.9,0.036,25.109,0.0039601,17.707,0.032195,32.422,3.8478,36.157,0,39.577,0,0.115
50,25.95,19.517,12.311,21.158,43.412,37.647,0.088497,23.402,0.0039615,15.39,0.028188,31.372,3.9143,22.407,8.3333e-05,39.586,0.001,0.093
38,25.4,19.256,12.826,20.641,43.911,41.873,0.014,24.341,0.0039611,17.262,0.022774,34.9,4.0428,14.06,0,39.594,0,0.115
38,26.5,18.99,11.094,20.65,42.569,36.1,0.0405,24.644,0.0039612,13.444,0.010997,30.061,3.5381,13.92,0,39.598,0,0.118
38,35.15,19.28,14.544,21.368,32.365,40.66,0.085,11.432,0.0032384,13.603,0.053056,33.883,1.4842,25.657,0.093333,39.602,1.12,0.11
30,36.95,17.4,10.783,18.969,27.541,32.527,0.011,6.9613,0.0032483,12.101,0.017886,27.106,0.72777,11.243,0,39.883,0,0.113
30,32.55,14.706,10.559,16.271,24.15,27.38,0.024,7.4132,0.0032486,10.432,0.021432,22.944,0.95651,9.0375,0,39.885,0,0.093
30,34.1,14.662,11.621,16.334,23.968,29.993,0.0235,6.9519,0.003248,10.947,0.016553,24.994,0.62581,6.8325,0,39.888,0,0.123
28,41.7,16.741,10.527,17.842,25.034,27.773,0.0195,7.5318,0.0032479,11.318,0.039908,23.15,0.87693,8.2225,0,39.889,0,0.128
28,39.4,18.696,11.408,20.391,28.317,34.58,0.028,7.5552,0.0032479,14.595,0.020409,28.817,0.65781,19.595,0,39.895,0,0.128
29,37.85,18.716,12.104,19.43,26.434,33.033,0.007,7.4236,0.0032481,12.559,0.014213,27.533,0.67906,13.922,0,39.898,0,0.125
29,36.65,17.894,12.743,19.369,28.536,35.727,0.0855,8.1397,0.0032582,15.95,0.071041,29.772,0.86398,21.183,8.3333e-05,40.171,0.001,0.098
29,38.7,19.347,12.162,20.98,26.983,37.747,0.005,7.5663,0.0032594,15.073,0.019014,31.417,0.91397,20.72,0,40.177,0,0.13
36,46.7,29.282,17.697,30.504,30.72,51.707,0.0445,8.8359,0.0032584,24.735,0.023156,43.089,1.2598,53.51,8.3333e-05,40.193,0.001,0.348
36,45.1,27.489,16.969,29.041,34.29,55.387,0.03,9.0216,0.003259,30.72,0.090441,46.161,1.0118,41.67,8.3333e-05,40.199,0.001,0.135
36,48.6,31.058,18.306,32.373,36.893,57.98,0.108,8.8375,0.0032732,34.447,0.050116,48.339,0.86819,38.5,0.00025,40.606,0.003,0.125
74,50.6,37.287,21.725,38.63,43.285,63.8,0.089,10.475,0.0032742,47.243,0.054836,53.144,1.3242,63.023,1.8399,40.627,22.079,0.17
74,52.8,42.168,20.589,42.905,45.853,64.38,0.092,11.068,0.0032838,48.122,0.039758,53.728,1.4566,75.6,0.00016667,40.913,0.002,0.193
120,53.15,41.314,21.033,41.352,45.5,66.907,0.177,10.145,0.0032948,50.927,0.04974,55.756,1.6073,61.388,0.00016667,41.21,0.002,0.188
120,53.95,48.932,23.39,49.929,53.371,65.26,0.073,13.023,0.0033045,60.196,0.033079,54.378,4.5687,99.028,8.3333e-05,41.496,0.001,0.34
120,53.9,44.41,23.636,45.353,49.589,66.607,0.1425,11.633,0.0033042,57.475,0.04011,55.506,1.9352,76.093,0.00016667,41.515,0.002,0.213
147,54.95,47.698,24.775,48,51.958,68.793,0.102,10.927,0.003318,63.94,0.034917,57.35,2.4607,87.585,0.00025,41.899,0.003,0.243
147,54.3,45.313,23.471,46.136,51.082,64.747,0.1005,10.607,0.0033286,60.637,0.06841,53.839,2.0356,69.885,8.3333e-05,42.173,0.001,0.238
147,54.05,46.102,23.986,47.57,50.504,66.753,0.055,12.053,0.0033379,63.476,0.082751,55.628,3.3234,100.89,0.00016667,42.443,0.002,0.44
146,47,48.422,32.969,50.595,59.338,72.953,0.208,26.832,0.0040726,67.989,0.045195,60.733,8.5897,97.22,8.3333e-05,42.777,0.001,0.608
146,45.35,50.044,25.089,51.517,69.65,65.7,0.2205,35.563,0.0040837,59.503,0.14037,54.756,10.084,100.36,0.00025,43.091,0.003,0.63
148,48.55,50.622,23.273,51.998,69.307,65.427,0.1925,35.976,0.0040949,60.347,0.068789,54.528,12.51,99.57,2.6393,43.434,31.672,0.8
148,44.95,49.244,22.249,50.221,67.819,64.98,0.1125,35.638,0.0041032,59.741,0.039646,54.15,7.1092,97.567,8.3333e-05,43.678,0.001,0.33
139,42.65,43.054,22.107,44.267,63.383,60.987,0.14401,35.827,0.0041131,53.769,0.039293,50.822,4.8623,76.51,8.3333e-05,43.95,0.001,0.198
139,40.5,40.769,22.45,42.6,63.76,65.567,0.0785,33.099,0.0041238,54.704,0.067779,54.639,5.1213,73.728,8.3333e-05,44.25,0.001,0.3
139,42.55,43.642,21.064,44.124,64.175,68.533,0.186,31.965,0.0041227,53.576,0.044931,57.106,4.927,71.308,0.00025,44.259,0.003,0.485
126,40.05,38.508,21.514,39.832,59.633,63.127,0.0475,35.199,0.004133,49.055,0.060606,52.622,4.3746,71.485,0,44.534,0,0.185
126,41.85,39.057,21.135,40.768,61.492,66.2,0.18199,28.64,0.0041413,48.248,0.027748,55.167,3.7513,79.868,0.00016667,44.79,0.002,0.16
116,41.15,41.315,21.996,42.989,62.983,61.613,0.0415,35.781,0.0041512,52.191,0.053613,51.344,4.8559,78.957,0,44.8,0,0.23
116,40.6,39.986,20.353,40.429,59.708,59.827,0.086,31.624,0.00415,40.572,0.033028,49.772,4.154,61.362,8.3333e-05,45.05,0.001,0.158
116,39.9,38.815,22.941,39.727,63.05,63.153,0.054,31.224,0.0041605,49.77,0.022944,52.628,3.853,60.072,1.2668,45.306,15.202,0.15
106,40.7,37.735,19.606,39.215,61.015,64.827,0.028,30.976,0.0041598,44.768,0.037409,54.022,4.0669,73.05,8.3333e-05,45.314,0.001,0.153
106,38.3,36.958,19.646,38.291,60.801,62.747,0.0885,27.602,0.0041785,44.817,0.030932,52.422,4.149,91.763,1.5467,45.829,18.56,0.253
106,38.9,36.299,19.755,37.438,59.869,63.687,0.0565,26.789,0.0041783,42.067,0.055417,53.183,4.538,62.443,8.3333e-05,45.845,0.001,0.178
106,39.55,38.369,21.168,39.494,56.501,66.227,0.126,29.949,0.0041867,44.409,0.072743,55.189,4.6622,53.21,3.1601,46.095,37.921,0.148
107,38.45,35.986,20.157,36.612,58.133,63.187,0.070003,27.7,0.0041867,45.363,0.047763,52.661,3.8678,80.34,8.3333e-05,46.116,0.001,0.175
107,39.65,36.706,19.375,38.015,58.613,64.327,0.0655,26.473,0.0041969,44.048,0.028023,53.611,4.0667,61.528,8.3333e-05,46.388,0.001,0.158
107,41.55,39.18,21.397,41.242,59.049,61.813,0.1,25.099,0.0042069,45.596,0.042922,51.511,4.0014,52.375,8.3333e-05,46.677,0.001,0.205
112,41.1,40.813,21.032,41.844,62.107,57.327,0.1255,32.801,0.0042074,47.644,0.080347,47.761,5.3345,72.7,8.3333e-05,46.691,0.001,0.188
112,40.95,40.85,21.127,41.761,63.244,62.36,0.0705,33.261,0.004218,48.205,0.036653,51.994,4.2374,79.132,8.3333e-05,46.988,0.001,0.163
112,40.5,40.201,19.116,41.454,64.522,60.487,0.057,31.558,0.0042273,46.323,0.04104,50.411,5.4316,99.507,3.4668,47.265,41.601,0.405
109,41.45,38.716,19.696,39.748,58.622,62.2,0.058,32.219,0.0042266,45.79,0.029986,51.806,4.0167,72.877,8.3333e-05,47.268,0.001,0.143
109,40.35,38.939,17.622,40,60.316,58.187,0.046,30.311,0.0042358,44.541,0.020143,48.494,4.2436,96.135,0.00016667,47.521,0.002,0.175
106,33.75,36.913,27.197,39.333,75.172,65.353,0.084,45.092,0.0049673,42.478,0.030212,54.539,6.5874,55.653,2.0393,47.846,24.472,0.203
106,30.05,34.147,20.343,35.387,74.126,58.987,0.0845,48.376,0.004978,36.567,0.025336,49.167,7.1546,66.237,1.1202,47.857,13.442,0.403
97,33.65,38.015,20.387,39.938,74.45,70.58,0.1365,47.014,0.0049777,42.964,0.044644,58.817,7.4753,76.295,2.6406,48.1,31.687,0.17
97,35.4,37.457,22.235,39.135,68.082,59.513,0.0725,42.272,0.0049856,39.537,0.035042,49.6,5.6269,63.218,8.3333e-05,48.375,0.001,0.135
