50,250
90,45
130,42
170,43
210,48
250,58
290,70
330,86
370,103
410,110
450,109
490,102
530,102
570,116
610,106
650,108
690,116
730,118
770,113
810,108
850,103
890,94
930,80
970,61
1010,48
1050,39
1090,35
1130,35
1170,44
1210,86
1250,131
1290,159
1330,171
1370,171
1410,151
1450,145
1490,126
1530,118
1570,118
1610,129
1650,136
1690,130
1730,120
1770,116
1810,97
1850,84
1890,77
1930,63
1970,48
2010,38
2050,35
2090,36
2130,45
2170,93
2210,150
2250,184
2290,183
2330,185
2370,174
2410,158
2450,145
2490,132
2530,132
2570,134
2610,140
2650,136
2690,132
2730,121
2770,116
2810,95
2850,82
2890,69
2930,50
2970,40
3010,37
3050,39
3090,51
3130,106
3170,161
3210,194
3250,212
3290,203
3330,189
3370,178
3410,159
3450,145
3490,147
3530,148
3570,143
3610,141
3650,133
3690,126
3730,106
3770,94
3810,84
3850,68
3890,54
3930,47
3970,42
4010,41
4050,51
4090,109
4130,176
4170,209
4210,209
4250,211
4290,203
4330,176
4370,159
4410,151
4450,147
4490,148
4530,143
4570,142
4610,137
4650,129
4690,113
4730,100
4770,87
4810,71
4850,56
4890,52
4930,48
4970,47
5010,52
5050,110
5090,168
5130,198
5170,203
5210,215
5250,189
5290,170
5330,160
5370,149
5410,137
5450,134
5490,140
5530,104
5570,130
5610,118
5650,111
5690,97
5730,83
5770,69
5810,55
5850,42
5890,41
5930,51
5970,57
6010,89
6050,140
6090,172
6130,183
6170,179
6210,168
6250,150
6290,143
6330,129
6370,125
6410,129
6450,126
6490,122
6530,119
6570,110
6610,105
6650,94
6690,82
6730,72
6770,54
6810,46
6850,42
6890,44
6930,54
6970,69
7010,88
7050,116
7090,136
7130,143
7170,138
7210,135
7250,133
7290,130
7330,127
7370,129
7410,131
7450,121
7490,116
7530,113
7570,108
7610,92
7650,83
7690,75
7730,62
7770,43
7810,41
7850,44
7890,61
7930,77
7970,85
8010,100
8050,118
8090,118
8130,117
8170,113
8210,104
8250,104
8290,105
8330,105
8370,115
8410,105
8450,108
8490,105
8530,100
8570,86
8610,74
8650,60
8690,46
8730,38
8770,32
8810,33
8850,45
8890,92
8930,153
8970,184
9010,184
9050,171
9090,170
9130,166
9170,146
9210,142
9250,144
9290,136
9330,129
9370,121
9410,125
9450,114
9490,104
9530,93
9570,84
9610,71
9650,53
9690,46
9730,40
9770,42
9810,57
9850,118
9890,195
9930,227
9970,242
10010,233
10050,210
10090,183
10130,168
10170,162
10210,168
10250,167
10290,156
10330,147
10370,142
10410,127
10450,113
10490,102
10530,89
10570,74
10610,56
10650,45
10690,43
10730,44
10770,55
10810,111
10850,183
10890,208
10930,214
10970,212
11010,193
11050,183
11090,165
11130,158
11170,151
11210,150
11250,143
11290,133
11330,129
11370,122
11410,97
11450,89
11490,72
11530,61
11570,51
11610,43
11650,42
11690,44
11730,54
11770,104
11810,159
11850,187
11890,183
11930,182
11970,173
12010,162
12050,143
12090,141
12130,137
12170,142
12210,141
12250,139
12290,133
12330,125
12370,128
12410,98
12450,84
12490,70
12530,57
12570,47
12610,45
12650,44
12690,53
12730,91
12770,136
12810,171
12850,188
12890,184
12930,176
12970,163
13010,140
13050,134
13090,131
13130,127
13170,126
13210,118
13250,122
13290,109
13330,103
13370,90
13410,83
13450,79
13490,61
13530,48
13570,43
13610,46
13650,53
13690,66
13730,91
13770,115
13810,134
13850,134
13890,132
13930,130
13970,131
14010,130
14050,120
14090,127
14130,132
14170,133
14210,123
14250,125
14290,116
14330,98
14370,86
14410,71
14450,52
14460,0
